Brian Boru Bridge - 2
Fitzgerald's Park - 4
Kent Station - 4
South Gate Bridge - 5
Mercy Hospital - 5
Gaol Walk - 9
Emmet Place - 3
South Main St. - 2
Bandfield - 5
