(South Mall, 8)
(Brian Boru Bridge, 15)
(Kent Station, 2)
(South Gate Bridge, 9)
(Camden Quay, 7)
(Clontarf Street, 4)
(Pope's Quay, 5)
(Fitzgerald's Park, 3)
(South Main St., 1)
