South Gate Bridge, (3)
Bandfield, (1)
Fitzgerald's Park, (8)
Peace Park, (3)
Camden Quay, (3)
Mercy Hospital, (11)
Cork City Hall, (3)
Lower Glanmire Rd., (3)
Gaol Walk, (13)
