Kent Station, (24)
Pope's Quay, (16)
Father Mathew Statue, (42)
Lower Glanmire Rd., (2)
North Main St., (21)
Brian Boru Bridge, (15)
Bandfield, (16)
Fitzgerald's Park, (20)
