Fitzgerald's Park, (18)
Pope's Quay, (19)
Kent Station, (7)
Camden Quay, (9)
South Gate Bridge, (13)
Brian Boru Bridge, (1)
Bus Station, (1)
Father Mathew Statue, (1)
Corn Market St., (3)
Peace Park, (1)
Grattan St., (1)
North Main St., (1)
Dyke Parade, (3)
Emmet Place, (1)
Mercy Hospital, (3)
Bandfield, (19)
