(Fitzgerald's Park, 1)
(Lower Glanmire Rd., 7)
(Kent Station, 16)
(South Gate Bridge, 7)
(College of Commerce, 2)
(Camden Quay, 1)
(South Main St., 3)
(Gaol Walk, 7)
