(Bandfield, 28)
(Pope's Quay, 5)
(Kent Station, 12)
(Camden Quay, 16)
(Lapp's Quay, 1)
(Grand Parade, 4)
(Cork School of Music, 1)
(Mercy Hospital, 6)
(Corn Market St., 4)
(Fitzgerald's Park, 4)
(Grattan St., 8)
