(Fitzgerald's Park, 7)
(Kent Station, 11)
(South Gate Bridge, 3)
(Cork City Hall, 3)
(College of Commerce, 2)
(Gaol Walk, 5)
(Emmet Place, 1)
(Lower Glanmire Rd., 1)
(Bandfield, 17)
