15-04-2017	(09:57:00)
15-04-2017	(10:02:00)
15-04-2017	(10:07:00)
15-04-2017	(10:12:00)
15-04-2017	(10:17:00)
15-04-2017	(10:22:00)
15-04-2017	(10:27:00)
15-04-2017	(10:32:00)
15-04-2017	(10:37:00)
15-04-2017	(10:42:00)
15-04-2017	(10:47:00)
15-04-2017	(10:52:00)
15-04-2017	(10:57:00)
15-04-2017	(11:02:00)
15-04-2017	(11:07:00)
15-04-2017	(11:12:00)
15-04-2017	(11:17:00)
15-04-2017	(11:37:00)
15-04-2017	(11:42:00)
15-04-2017	(11:47:00)
15-04-2017	(11:52:00)
15-04-2017	(12:32:00)
15-04-2017	(12:37:00)
15-04-2017	(12:42:00)
